sgRNA	Gene	control_count	treatment_count	control_mean	treat_mean	LFC	control_var	adj_var	score	p.low	p.high	p.twosided	FDR	high_in_treatment
2bc1230_GAC_1.5	2bc1230_GAC_1	152.19/175.71/365.02	401.44/322.16/429.76	175.71	401.44	1.1874	18195	7482.1	2.6096	0.99537	0.0046302	0.0092604	0.60187	True
2bc17675_GAC_16.5	2bc17675_GAC_16	482.71/452.57/741.81	670.82/871.1/1090.1	482.71	871.1	0.85034	34020	22164	2.6088	0.99545	0.0045456	0.0090913	0.60171	True
2bc8920_GAC_1.5	2bc8920_GAC_1	915.49/818.56/772.86	1105.5/1334.4/1464.2	818.56	1334.4	0.70433	5742.1	39096	2.6088	0.99546	0.0045436	0.0090872	0.60171	True
2bc20675_AAC_1.7	2bc20675_AAC_1	1183/560.57/494.54	1011.9/981.08/735.14	560.57	981.08	0.80639	1.9589e+05	26027	2.6066	0.99543	0.004574	0.009148	0.60171	True
2bc37613_AAC_2.5	2bc37613_AAC_2	1244.8/1702.3/2015.6	2464.6/1784.1/2540.1	1702.3	2464.6	0.53364	1.5372e+05	85877	2.6015	0.99536	0.0046415	0.009283	0.60187	True
2bc4359_AAC_1.7	2bc4359_AAC_1	1561.1/1680.8/879.9	867.6/836.06/718.96	1561.1	836.06	-0.90007	2.3918e+05	78247	2.5919	0.0047719	0.99523	0.0095437	0.61439	False
2bc28486_AAC_6.7	2bc28486_AAC_6	1345.9/1331.1/617.64	850.11/666.71/610.76	1331.1	666.71	-0.99645	2.5464e+05	65930	2.5876	0.0048317	0.99517	0.0096633	0.6177	False
2bc23011_AAC_3.7	2bc23011_AAC_3	766.87/1208.6/793.19	969.06/1294.5/1373.2	793.19	1294.5	0.70593	86612	37795	2.5785	0.99504	0.0049614	0.0099228	0.62474	True
2bc6536_GAC_1.6	2bc6536_GAC_1	430.4/693.42/262.26	847.49/791.29/642.11	430.4	791.29	0.877	48727	19593	2.5782	0.99503	0.0049707	0.0099415	0.62474	True
2bc786_AAC_10.5	2bc786_AAC_10	543.35/1173.4/624.06	1309.3/1063.8/911.09	624.06	1063.8	0.76852	1.5415e+05	29209	2.5731	0.99496	0.005041	0.010082	0.62474	True
2bc9887_GAC_2.6	2bc9887_GAC_2	1043.9/1020/1559.6	1450.1/1623.5/1977.9	1043.9	1623.5	0.63659	1.3327e+05	50773	2.5721	0.99495	0.0050546	0.010109	0.62474	True
2bc14577_GAC_6.8	2bc14577_GAC_6	1213.9/1770.8/1483.6	783.64/766.96/1051.6	1483.6	783.64	-0.91999	77618	74081	2.5718	0.0050588	0.99494	0.010118	0.62474	False
2bc9750_GAC_8.6	2bc9750_GAC_8	1515.9/1237.7/990.15	1422.1/1871.6/1884.9	1237.7	1871.6	0.59625	69340	60970	2.5674	0.99488	0.0051233	0.010247	0.62804	True
2bc13065_GAC_4.7	2bc13065_GAC_4	1486.2/1920/1344.5	2257.3/2185/1428.8	1486.2	2185	0.55574	1.0413e+05	74219	2.5653	0.99485	0.0051547	0.010309	0.62804	True
NT-67	NonTargetingControlGuideForHuman-67	1096.2/1590/1793	761.78/870.13/867.6	1590	867.6	-0.87315	1.4251e+05	79804	2.5571	0.0052768	0.99472	0.010554	0.63864	False
2bc12206_GAC_3.5	2bc12206_GAC_3	1035.6/695.14/1331.6	1682.7/1604/824.12	1035.6	1604	0.63074	1.0177e+05	50338	2.5335	0.99435	0.0056467	0.011293	0.67887	True
2bc38376.1_GAC_4.4	2bc38376.1_GAC_4	728.83/687.42/1119.7	1306.7/1144.6/1198.3	728.83	1198.3	0.71652	77239	34509	2.527	0.99425	0.0057519	0.011504	0.68697	True
2bc26469_AAC_3.7	2bc26469_AAC_3	798.97/1082.6/889.53	1410.7/1201/1552.2	889.53	1410.7	0.66472	22731	42750	2.5208	0.99414	0.0058552	0.01171	0.69474	True
2bc28346_GAC_2.6	2bc28346_GAC_2	722.88/802.28/764.29	1240.2/845.79/1285.2	764.29	1240.2	0.69763	1578.9	36317	2.4972	0.99374	0.0062594	0.012519	0.73737	True
2bc2374_AAC_2.7	2bc2374_AAC_2	458.94/450/549.13	488.9/820.49/857.49	458.94	820.49	0.83681	4107.9	20993	2.4954	0.9937	0.0062957	0.012591	0.73737	True
TP53-2	TP53	444.67/363.43/921.65	799.38/914.9/676.49	444.67	799.38	0.84472	1.1705e+05	20292	2.4901	0.99361	0.006391	0.012782	0.74025	True
2bc36193_GAC_2.6	2bc36193_GAC_2	436.34/460.28/530.94	821.25/549.91/913.11	460.28	821.25	0.83393	2782.5	21059	2.4874	0.99356	0.0064384	0.012877	0.74025	True
NT-250	NonTargetingControlGuideForHuman-250	2785.7/2642.6/1699.9	1719.5/2162.7/1699.8	2642.6	1719.5	-0.61968	4.5459e+05	1.3777e+05	2.4869	0.0064427	0.99356	0.012885	0.74025	False
2bc24246_GAC_5.6	2bc24246_GAC_5	1427.9/2688/1361.6	2090.3/2420.6/1801.9	1427.9	2090.3	0.54946	7.9606e+05	71096	2.4841	0.99351	0.0064936	0.012987	0.74062	True
2bc17140.1_GAC_4.4	2bc17140.1_GAC_4	1879.7/2028/1030.8	1112.5/1301.3/613.8	1879.7	1112.5	-0.7562	3.7131e+05	95536	2.4823	0.0065274	0.99347	0.013055	0.74062	False
2bc7988_GAC_1.5	2bc7988_GAC_1	392.35/834.85/370.37	722.42/907.11/674.47	392.35	722.42	0.879	98143	17738	2.4782	0.99339	0.0066123	0.013225	0.74558	True
2bc18460_GAC_3.7	2bc18460_GAC_3	1105.7/2163.4/1135.7	1286.5/1718.8/1989	1135.7	1718.8	0.59738	5.2851e+05	55588	2.4732	0.9933	0.0066958	0.013392	0.74575	True
2bc21822_AAC_3.5	2bc21822_AAC_3	1129.5/999.42/1472.9	548.37/388.35/1496.6	1129.5	548.37	-1.0411	67429	55261	2.4721	0.0067155	0.99328	0.013431	0.74575	False
2bc3168_GAC_4.7	2bc3168_GAC_4	932.14/1362.8/1335.9	701.43/860.39/698.74	1335.9	701.43	-0.92847	81877	66184	2.4663	0.0068265	0.99317	0.013653	0.74575	False
2bc14247_GAC_2.5	2bc14247_GAC_2	278.21/234.86/848.86	351.59/550.89/568.29	278.21	550.89	0.983	1.6376e+05	12260	2.4626	0.99306	0.0069376	0.013875	0.74575	True
2bc19204_GAC_1.8	2bc19204_GAC_1	995.15/421.71/1112.2	1535.8/1562.1/1369.2	995.15	1535.8	0.62549	1.7127e+05	48229	2.4618	0.99309	0.0069115	0.013823	0.74575	True
2bc24889_AAC_3.7	2bc24889_AAC_3	790.65/807.42/1187.1	1290/1296.4/1199.3	807.42	1290	0.67535	72224	38524	2.4588	0.99303	0.0069695	0.013939	0.74575	True
NT-942	NonTargetingControlGuideForHuman-942	1029.6/819.42/1150.7	1845.4/1239/1579.5	1029.6	1579.5	0.61684	29425	50027	2.4584	0.99302	0.0069788	0.013958	0.74575	True
2bc16272_AAC_5.7	2bc16272_AAC_5	1011.8/1416/1568.2	823.87/741.65/763.45	1416	763.45	-0.89033	93268	70458	2.4583	0.0069791	0.99302	0.013958	0.74575	False
NT-221	NonTargetingControlGuideForHuman-221	949.97/1280.6/594.09	1557.7/1476.5/923.22	949.97	1476.5	0.63567	1.1797e+05	45880	2.4581	0.99302	0.0069834	0.013967	0.74575	True
2bc3365_GAC_3.7	2bc3365_GAC_3	3273.2/1737.4/2125.9	2936.9/3015.3/2758.5	2125.9	2936.9	0.46604	7.336e+05	1.0905e+05	2.456	0.99298	0.0070249	0.01405	0.74578	True
2bc12309_GAC_5.7	2bc12309_GAC_5	1179.4/1312.3/1492.2	2048.3/1936.9/1566.3	1312.3	1936.9	0.56129	25007	64927	2.4512	0.99288	0.007119	0.014238	0.75139	True
2bc35093.1_AAC_8.4	2bc35093.1_AAC_8	797.79/1210.3/873.48	1374/1742.2/845.36	873.48	1374	0.65294	59581	41922	2.4446	0.99275	0.0072514	0.014503	0.75678	True
AAVS1_2	AAVS1	291.29/259.71/682.94	568.49/471.08/677.5	291.29	568.49	0.96225	77192	12880	2.4425	0.99267	0.0073311	0.014662	0.75678	True
2bc23695_GAC_1.5	2bc23695_GAC_1	486.28/452.57/958.04	850.99/903.22/598.63	486.28	850.99	0.80608	1.1185e+05	22340	2.4401	0.99265	0.0073465	0.014693	0.75678	True
2bc27771_GAC_2.8	2bc27771_GAC_2	1815.5/1422.8/1810.1	1071.4/1067.7/1243.8	1810.1	1071.4	-0.75605	75001	91738	2.439	0.0073644	0.99264	0.014729	0.75678	False
2bc19152_GAC_1.7	2bc19152_GAC_1	974.94/1480.3/1022.3	1565.5/1626.4/710.87	1022.3	1565.5	0.61439	1.06e+05	49643	2.4383	0.99262	0.0073786	0.014757	0.75678	True
2bc33228_GAC_1.6	2bc33228_GAC_1	1171.1/1090.3/1086.5	1716.8/1650.7/996.03	1090.3	1650.7	0.59794	3274.7	53201	2.4298	0.99245	0.0075543	0.015109	0.7668	True
2bc14627_AAC_2.5	2bc14627_AAC_2	664.62/1453.7/637.98	1094.1/807.84/1158.8	664.62	1094.1	0.71832	3.1168e+05	31253	2.4295	0.99244	0.0075607	0.015121	0.7668	True
2bc3111_GAC_3.5	2bc3111_GAC_3	513.63/586.28/1031.9	987.42/670.6/1045.6	586.28	987.42	0.75108	1.0193e+05	27312	2.4273	0.99239	0.007608	0.015216	0.76731	True
2bc36601_GAC_11.5	2bc36601_GAC_11	1456.5/1076.6/1784.4	2010.7/2109.1/2106.3	1456.5	2106.3	0.53195	1.2594e+05	72625	2.4114	0.99205	0.0079452	0.01589	0.78647	True
2bc37927_AAC_6.4	2bc37927_AAC_6	2294.7/1398/1208.5	2033.4/2322.3/1586.6	1398	2033.4	0.54025	4.1997e+05	69495	2.4105	0.99203	0.0079654	0.015931	0.78647	True
2bc8411_GAC_9.5	2bc8411_GAC_9	1011.8/663.42/528.8	994.42/1156.3/1089.1	663.42	1089.1	0.71423	69744	31193	2.41	0.99202	0.007978	0.015956	0.78647	True
2bc15629_GAC_1.7	2bc15629_GAC_1	1071.2/571.71/645.47	989.17/1089.1/1064.8	645.47	1064.8	0.72126	93361	30287	2.4094	0.99201	0.0079897	0.015979	0.78647	True
KRAS-2	KRAS	732.39/304.28/242.99	731.17/583.98/306.39	304.28	583.98	0.93823	93518	13498	2.4074	0.99193	0.0080693	0.016139	0.78647	True
2bc11412_AAC_2.6	2bc11412_AAC_2	1311.4/816.85/1280.2	2009.8/1510.6/1884.9	1280.2	1884.9	0.55768	1.0785e+05	63225	2.4046	0.9919	0.0080953	0.016191	0.78647	True
2bc18742_GAC_4.6	2bc18742_GAC_4	1689.5/1704.8/977.31	1163.2/945.07/988.95	1689.5	988.95	-0.77202	2.5373e+05	85185	2.4003	0.0081916	0.99181	0.016383	0.78647	False
2bc20751_AAC_5.7	2bc20751_AAC_5	644.41/508.28/541.64	968.18/921.71/524.81	541.64	921.71	0.76588	5837.3	25084	2.3997	0.99179	0.0082059	0.016412	0.78647	True
2bc29936_GAC_1.8	2bc29936_GAC_1	312.69/312/502.03	595.6/759.17/364.03	312.69	595.6	0.92741	17925	13900	2.3996	0.99176	0.0082388	0.016478	0.78647	True
2bc3673_AAC_1.5	2bc3673_AAC_1	671.76/468.85/550.2	933.2/1004.4/617.84	550.2	933.2	0.76114	10697	25511	2.3979	0.99175	0.008247	0.016494	0.78647	True
NT-74	NonTargetingControlGuideForHuman-74	2364.8/1704.8/1687	1901.4/2508.2/2407.7	1704.8	2407.7	0.49774	2.1795e+05	86017	2.3963	0.99172	0.00828	0.01656	0.78647	True
2bc30169_AAC_1.8	2bc30169_AAC_1	558.81/795.42/675.45	1146.6/795.18/1102.2	675.45	1102.2	0.70565	13999	31801	2.3931	0.99165	0.0083539	0.016708	0.78647	True
NT-802	NonTargetingControlGuideForHuman-802	922.63/827.99/815.67	1304/1385/984.9	827.99	1304	0.65465	4553.6	39580	2.3928	0.99164	0.0083612	0.016722	0.78647	True
2bc3141_GAC_9.6	2bc3141_GAC_9	1263.9/1247.1/1049	630.59/655.03/1223.5	1247.1	655.03	-0.92794	19763	61469	2.3882	0.0084655	0.99153	0.016931	0.79218	False
2bc31398_GAC_3.7	2bc31398_GAC_3	384.03/330.85/629.42	552.75/697.85/940.41	384.03	697.85	0.86001	31521	17334	2.3836	0.99141	0.0085878	0.017176	0.7995	True
2bc2891_AAC_2.4	2bc2891_AAC_2	430.4/544.28/869.19	921.83/739.7/1107.3	544.28	921.83	0.75906	59269	25216	2.3776	0.99128	0.0087158	0.017432	0.80339	True
2bc2069_GAC_1.4	2bc2069_GAC_1	833.45/216/260.12	456.54/513.9/587.5	260.12	513.9	0.9796	1.6533e+05	11405	2.3764	0.99119	0.0088066	0.017613	0.80339	True
2bc19485_GAC_3.5	2bc19485_GAC_3	688.4/1128/1122.9	439.92/885.7/566.27	1122.9	566.27	-0.98639	94402	54913	2.3753	0.0087662	0.99123	0.017532	0.80339	False
2bc35202_GAC_1.5	2bc35202_GAC_1	802.54/1769.1/697.92	1408.1/1267.2/686.6	802.54	1267.2	0.65837	4.7262e+05	38274	2.3753	0.99123	0.0087687	0.017537	0.80339	True
2bc20617_GAC_3.6	2bc20617_GAC_3	341.23/298.28/1266.3	634.08/386.4/911.09	341.23	634.08	0.89199	4.2883e+05	15267	2.3701	0.99108	0.0089162	0.017832	0.80695	True
2bc8047_AAC_1.7	2bc8047_AAC_1	764.5/477.42/1095.1	1215.7/1356.8/766.49	764.5	1215.7	0.6685	95840	36328	2.3673	0.99104	0.0089601	0.01792	0.80695	True
2bc32428_AAC_1.8	2bc32428_AAC_1	1065.3/564.85/740.74	1184.2/1040.5/1421.7	740.74	1184.2	0.67615	68137	35116	2.3665	0.99102	0.0089789	0.017958	0.80695	True
2bc1551_GAC_2.8	2bc1551_GAC_2	1569.4/1741.7/937.7	1235.8/832.17/907.04	1569.4	907.04	-0.79032	2.1437e+05	78695	2.3612	0.0091084	0.99089	0.018217	0.81214	False
2bc9620_GAC_1.7	2bc9620_GAC_1	891.71/442.28/409.98	876.35/647.24/777.61	442.28	777.61	0.81267	1.0152e+05	20175	2.3608	0.99087	0.0091262	0.018252	0.81214	True
2bc4052_GAC_5.5	2bc4052_GAC_5	537.41/996.85/475.27	566.74/909.06/1010.2	537.41	909.06	0.75727	1.0747e+05	24873	2.3565	0.99077	0.0092268	0.018454	0.81709	True
2bc31218_GAC_5.6	2bc31218_GAC_5	677.7/1086/539.5	1112.5/1097.9/806.93	677.7	1097.9	0.69518	92900	31915	2.352	0.99066	0.0093375	0.018675	0.82216	True
2bc34429_GAC_1.7	2bc34429_GAC_1	1461.2/1104/1902.2	2095.5/1999.1/2426.9	1461.2	2095.5	0.51985	1.6102e+05	72879	2.3497	0.9906	0.0093951	0.01879	0.82216	True
2bc20524_GAC_2.7	2bc20524_GAC_2	819.19/817.71/1143.2	1319.8/1283.8/1261	819.19	1283.8	0.64749	52502	39128	2.3487	0.99058	0.0094199	0.01884	0.82216	True
2bc19105.3_AAC_3.6	2bc19105.3_AAC_3	400.68/249.43/526.65	463.54/716.35/1049.6	400.68	716.35	0.83663	19374	18143	2.3436	0.99044	0.0095642	0.019128	0.82629	True
2bc12312.1_AAC_4.8	2bc12312.1_AAC_4	977.32/1739.1/1046.9	1732.6/1543.6/1575.4	1046.9	1575.4	0.58919	2.4202e+05	50929	2.3421	0.99041	0.0095876	0.019175	0.82629	True
2bc19652_GAC_2.6	2bc19652_GAC_2	1499.3/1424.6/796.41	616.59/801.02/822.1	1424.6	801.02	-0.82981	2.0008e+05	70916	2.3415	0.0096037	0.9904	0.019207	0.82629	False
2bc1760_GAC_5.8	2bc1760_GAC_5	256.81/339.43/284.74	408.44/546.02/800.87	284.74	546.02	0.93691	1885.3	12569	2.3306	0.99006	0.0099428	0.019886	0.82691	True
2bc38546_GAC_1.6	2bc38546_GAC_1	1514.7/770.57/1180.7	1741.3/1801.6/1174	1180.7	1741.3	0.56016	1.3989e+05	57957	2.3288	0.99006	0.0099353	0.019871	0.82691	True
2bc5784.1_GAC_3.4	2bc5784.1_GAC_3	864.37/1469.1/1459	830.87/744.57/1072.9	1459	830.87	-0.81154	1.7685e+05	72761	2.3287	0.0099387	0.99006	0.019877	0.82691	False
2bc28084_AAC_5.4	2bc28084_AAC_5	1808.4/1575.4/1494.3	2421.8/2229.8/2011.3	1575.4	2229.8	0.50093	30427	79018	2.328	0.99004	0.0099561	0.019912	0.82691	True
2bc17969_GAC_3.6	2bc17969_GAC_3	2080.7/1942.3/1993.2	1287.4/1239/1250.8	1993.2	1250.8	-0.67172	5123.6	1.0175e+05	2.3272	0.0099784	0.99002	0.019957	0.82691	False
2bc2804_GAC_4.7	2bc2804_GAC_4	951.16/1602/466.71	699.68/452.58/390.32	951.16	452.58	-1.0698	3.2913e+05	45942	2.3263	0.010002	0.99	0.020004	0.82691	False
NT-574	NonTargetingControlGuideForHuman-574	1267.4/1856.6/1620.6	1143.1/956.75/750.31	1620.6	956.75	-0.75973	90210	81459	2.3261	0.010007	0.98999	0.020013	0.82691	False
2bc3407_GAC_3.6	2bc3407_GAC_3	280.59/460.28/557.7	797.63/363.04/845.36	460.28	797.63	0.79189	20889	21059	2.3247	0.98995	0.010052	0.020103	0.82691	True
2bc8829_GAC_2.6	2bc8829_GAC_2	1023.7/547.71/636.91	1420.3/1003.5/1038.5	636.91	1038.5	0.70446	78776	29855	2.3242	0.98994	0.010059	0.020118	0.82691	True
2bc24850_AAC_12.4	2bc24850_AAC_12	1268.6/1283.1/977.31	1555/687.15/639.07	1268.6	687.15	-0.8836	42534	62608	2.3239	0.010067	0.98993	0.020133	0.82691	False
2bc27134_GAC_5.6	2bc27134_GAC_5	462.5/47.142/326.48	362.08/636.54/606.72	326.48	606.72	0.89198	48266	14559	2.3225	0.98986	0.010139	0.020277	0.82711	True
2bc19903_GAC_1.7	2bc19903_GAC_1	567.13/559.71/1094	943.69/712.45/952.55	567.13	943.69	0.73363	1.3882e+05	26355	2.3196	0.98982	0.010184	0.020369	0.82711	True
2bc22443_GAC_5.4	2bc22443_GAC_5	584.96/564/883.11	778.39/989.84/967.71	584.96	967.71	0.72526	44666	27247	2.3188	0.98979	0.010206	0.020411	0.82711	True
2bc31811_AAC_1.7	2bc31811_AAC_1	954.73/995.99/1052.2	1102.9/2079.9/1504.7	995.99	1504.7	0.59474	2433.3	48273	2.3152	0.9897	0.010302	0.020604	0.83122	True
2bc11590_AAC_1.6	2bc11590_AAC_1	3091.3/2508/2153.7	3342.7/3553.5/2589.7	2508	3342.7	0.41435	2.3287e+05	1.3025e+05	2.313	0.98964	0.010362	0.020724	0.83236	True
2bc38397_GAC_3.4	2bc38397_GAC_3	215.2/28.285/631.56	400.57/437.98/605.71	215.2	437.98	1.0218	1.0415e+05	9303.1	2.3098	0.98941	0.010586	0.021173	0.83558	True
2bc3567_AAC_1.7	2bc3567_AAC_1	827.51/1184.6/1250.3	505.52/627.78/1037.5	1184.6	627.78	-0.91495	65902	58161	2.3087	0.010479	0.98952	0.020958	0.83539	False
2bc14013_AAC_12.5	2bc14013_AAC_12	550.48/989.99/807.11	560.62/354.28/351.9	807.11	354.28	-1.1856	49651	38508	2.3083	0.010492	0.98951	0.020984	0.83539	False
2bc10264_GAC_4.7	2bc10264_GAC_4	1033.2/364.28/697.92	1047.8/1233.2/1116.4	697.92	1116.4	0.67688	1.1186e+05	32939	2.3055	0.98943	0.010569	0.021139	0.83558	True
2bc26937_AAC_2.5	2bc26937_AAC_2	669.38/688.28/1372.3	1195.6/1102.7/659.3	688.28	1102.7	0.67924	2.3412e+05	32451	2.3008	0.9893	0.010703	0.021405	0.8391	True
2bc13324_GAC_5.8	2bc13324_GAC_5	877.45/968.56/756.8	1349.5/1056/1367.1	877.45	1349.5	0.62048	11429	42126	2.3	0.98927	0.010725	0.02145	0.8391	True
2bc10509.1_GAC_3.8	2bc10509.1_GAC_3	1021.3/816.85/632.63	228.27/363.04/464.14	816.85	363.04	-1.1677	37871	39008	2.2983	0.010771	0.98923	0.021543	0.8391	False
2bc31710_AAC_1.8	2bc31710_AAC_1	3030.6/1899.4/2083.1	3403.1/2833.3/1827.2	2083.1	2833.3	0.44357	4.658e+05	1.0669e+05	2.2968	0.98918	0.010816	0.021632	0.8391	True
2bc38291_AAC_1.4	2bc38291_AAC_1	1213.9/910.28/1656	1911/1719.8/1773.6	1213.9	1773.6	0.54666	1.438e+05	59712	2.2905	0.98901	0.010995	0.02199	0.84623	True
2bc12262.1_GAC_2.8	2bc12262.1_GAC_2	818/906.85/1185	1410.7/994.71/1385.3	906.85	1385.3	0.61075	42624	43645	2.2903	0.989	0.011001	0.022002	0.84623	True
2bc3456.0_GAC_3.4	2bc3456.0_GAC_3	932.14/945.42/1477.2	1434.3/1431.7/2000.1	945.42	1434.3	0.60084	1.4148e+05	45644	2.2885	0.98895	0.011054	0.022109	0.84666	True
2bc10464_GAC_4.8	2bc10464_GAC_4	1005.9/712.28/661.53	1131.7/1300.3/922.21	712.28	1131.7	0.66727	44380	33668	2.286	0.98887	0.011128	0.022256	0.84666	True
2bc30292_GAC_1.6	2bc30292_GAC_1	1438.6/732.85/822.1	1495.6/1275/1138.6	822.1	1275	0.63252	1.9404e+05	39277	2.2853	0.98885	0.011146	0.022293	0.84666	True
2bc12571_GAC_3.6	2bc12571_GAC_3	776.38/743.99/1167.8	921.83/1214.7/1366.1	776.38	1214.7	0.64505	77146	36935	2.2805	0.98871	0.011288	0.022576	0.85383	True
2bc1068_AAC_4.5	2bc1068_AAC_4	545.73/653.14/717.19	1052.1/941.18/1126.5	653.14	1052.1	0.68704	7819.9	30673	2.2782	0.98864	0.011357	0.022715	0.85553	True
2bc14465_GAC_2.8	2bc14465_GAC_2	739.53/655.71/632.63	779.27/1055.1/1135.6	655.71	1055.1	0.68536	3779.1	30803	2.2754	0.98856	0.011443	0.022887	0.85802	True
2bc32897_GAC_2.4	2bc32897_GAC_2	332.91/91.714/186.26	557.99/389.32/177.97	186.26	389.32	1.0596	15222	7965.6	2.2752	0.98834	0.011662	0.023324	0.86062	True
2bc6654_GAC_3.8	2bc6654_GAC_3	833.45/740.57/1196.7	739.91/1322.7/1287.3	833.45	1287.3	0.62651	70305	39861	2.2729	0.98848	0.011515	0.02303	0.85802	True
2bc11707_AAC_6.7	2bc11707_AAC_6	782.33/1386.8/864.91	1533.2/1327.6/892.88	864.91	1327.6	0.61759	1.3962e+05	41480	2.2717	0.98845	0.011553	0.023107	0.85802	True
NT-294	NonTargetingControlGuideForHuman-294	838.21/486.85/779.28	1216.6/1285.7/796.82	779.28	1216.6	0.64194	44493	37083	2.2708	0.98842	0.011579	0.023159	0.85802	True
2bc24321_GAC_1.8	2bc24321_GAC_1	1066.5/1391.1/1242.8	682.19/603.44/1351	1242.8	682.19	-0.86437	26543	61239	2.2653	0.011746	0.98825	0.023492	0.86182	False
2bc20591.1_GAC_1.4	2bc20591.1_GAC_1	777.57/832.28/1252.4	962.93/1283.8/1309.5	832.28	1283.8	0.62465	89752	39800	2.2631	0.98819	0.011814	0.023627	0.86182	True
2bc40185_AAC_2.7	2bc40185_AAC_2	715.75/1101.4/841.36	1454.5/1295.5/1148.7	841.36	1295.5	0.62206	41704	40268	2.2629	0.98818	0.011821	0.023641	0.86182	True
2bc22661_AAC_3.4	2bc22661_AAC_3	1640.8/1584.8/2195.5	2289.7/1694.5/2474.4	1640.8	2289.7	0.48055	1.5542e+05	82546	2.2587	0.98805	0.01195	0.023901	0.86429	True
2bc32158_AAC_1.4	2bc32158_AAC_1	854.86/792.85/728.97	354.21/302.7/1104.2	792.85	354.21	-1.1602	3962.8	37778	2.2575	0.011989	0.98801	0.023978	0.86429	False
2bc14319_GAC_1.4	2bc14319_GAC_1	2433.8/2817.4/1826.2	1632.9/1910.6/1463.2	2433.8	1632.9	-0.57549	2.5818e+05	1.2611e+05	2.2553	0.012057	0.98794	0.024113	0.86429	False
2bc30428_GAC_2.6	2bc30428_GAC_2	1008.2/782.57/812.46	1342.5/1256.5/834.24	812.46	1256.5	0.62844	19610	38783	2.2549	0.98793	0.01207	0.024141	0.86429	True
2bc26772_AAC_4.5	2bc26772_AAC_4	801.35/921.42/1058.7	503.77/446.74/427.74	921.42	446.74	-1.0428	16626	44400	2.2529	0.012132	0.98787	0.024264	0.86429	False
2bc35161_GAC_1.5	2bc35161_GAC_1	1987.9/1193.1/1161.4	1813/1738.3/1358	1193.1	1738.3	0.54255	3.1635e+05	58613	2.2518	0.98783	0.012166	0.024333	0.86429	True
2bc8188_GAC_18.6	2bc8188_GAC_18	1125.9/2155.7/1141.1	1691.5/1673.1/1412.6	1141.1	1673.1	0.55171	5.1483e+05	55870	2.2508	0.9878	0.0122	0.0244	0.86429	True
2bc23431_GAC_3.8	2bc23431_GAC_3	1498.1/2143.7/1844.4	1156.2/1077.4/1901	1844.4	1156.2	-0.67324	1.0476e+05	93605	2.2492	0.01225	0.98775	0.0245	0.86429	False
2bc24323_GAC_2.8	2bc24323_GAC_2	927.38/1108.3/1308.1	1291.8/1688.7/1631.1	1108.3	1631.1	0.55707	36321	54145	2.2467	0.98767	0.012331	0.024662	0.86429	True
2bc3116_GAC_2.5	2bc3116_GAC_2	640.84/584.57/750.38	1030.3/811.73/1069.8	640.84	1030.3	0.68414	7582.2	30053	2.2464	0.98766	0.012341	0.024681	0.86429	True
2bc24768_GAC_2.4	2bc24768_GAC_2	556.43/301.71/695.78	962.06/635.56/917.15	556.43	917.15	0.71995	42150	25821	2.2449	0.98761	0.012392	0.024783	0.86429	True
2bc15.1_AAC_5.4	2bc15.1_AAC_5	1729.9/2606.6/2478.1	1574.3/2043.9/1673.5	2478.1	1673.5	-0.56604	2.8811e+05	1.2858e+05	2.2437	0.012426	0.98757	0.024852	0.86429	False
2bc3215_GAC_2.7	2bc3215_GAC_2	262.76/519.42/283.67	534.38/400.02/573.35	283.67	534.38	0.9113	28010	12518	2.2408	0.98741	0.012589	0.025177	0.86566	True
2bc10649_AAC_7.6	2bc10649_AAC_7	1241.3/1270.3/679.73	687.44/615.12/725.03	1241.3	687.44	-0.85158	1.5808e+05	61158	2.2395	0.012562	0.98744	0.025124	0.86566	False
2bc21255.1_AAC_4.5	2bc21255.1_AAC_4	2165.1/2026.3/2014.6	1305.8/2126.7/1207.4	2026.3	1305.8	-0.63352	9702.6	1.0356e+05	2.2389	0.012583	0.98742	0.025165	0.86566	False
2bc30589_GAC_1.5	2bc30589_GAC_1	395.92/467.14/733.25	403.19/1111.5/793.79	467.14	793.79	0.76363	37943	21396	2.2331	0.98722	0.012779	0.025559	0.87546	True
NT-994	NonTargetingControlGuideForHuman-994	848.91/863.99/1212.8	1027.7/1317.8/1459.2	863.99	1317.8	0.60851	60949	41433	2.2297	0.98712	0.012885	0.02577	0.87613	True
2bc11297_AAC_3.4	2bc11297_AAC_3	2350.6/2798.5/2291.8	3127.6/3220.6/2196.3	2350.6	3127.6	0.41189	1.0207e+05	1.2148e+05	2.2293	0.9871	0.012896	0.025791	0.87613	True
2bc17513_GAC_1.8	2bc17513_GAC_1	2540.8/2137.7/2106.6	2875.7/3341.3/2404.6	2137.7	2875.7	0.42767	81724	1.097e+05	2.2282	0.98707	0.012934	0.025868	0.87613	True
2bc14596_GAC_2.5	2bc14596_GAC_2	1010.6/972.85/1098.3	1503.4/1145.6/1744.3	1010.6	1503.4	0.57257	4555	49035	2.2256	0.98698	0.013021	0.026042	0.87638	True
2bc9106_GAC_4.8	2bc9106_GAC_4	986.83/1269.4/1459	488.9/712.45/1282.2	1269.4	712.45	-0.83241	57900	62651	2.2252	0.013034	0.98697	0.026069	0.87638	False
